"subject" "activity" "tBodyAccMeanX" "tBodyAccMeanY" "tBodyAccMeanZ" "tBodyAccStdX" "tBodyAccStdY" "tBodyAccStdZ" "tGravityAccMeanX" "tGravityAccMeanY" "tGravityAccMeanZ" "tGravityAccStdX" "tGravityAccStdY" "tGravityAccStdZ" "tBodyAccJerkMeanX" "tBodyAccJerkMeanY" "tBodyAccJerkMeanZ" "tBodyAccJerkStdX" "tBodyAccJerkStdY" "tBodyAccJerkStdZ" "tBodyGyroMeanX" "tBodyGyroMeanY" "tBodyGyroMeanZ" "tBodyGyroStdX" "tBodyGyroStdY" "tBodyGyroStdZ" "tBodyGyroJerkMeanX" "tBodyGyroJerkMeanY" "tBodyGyroJerkMeanZ" "tBodyGyroJerkStdX" "tBodyGyroJerkStdY" "tBodyGyroJerkStdZ" "tBodyAccMagMean" "tBodyAccMagStd" "tGravityAccMagMean" "tGravityAccMagStd" "tBodyAccJerkMagMean" "tBodyAccJerkMagStd" "tBodyGyroMagMean" "tBodyGyroMagStd" "tBodyGyroJerkMagMean" "tBodyGyroJerkMagStd" "fBodyAccMeanX" "fBodyAccMeanY" "fBodyAccMeanZ" "fBodyAccStdX" "fBodyAccStdY" "fBodyAccStdZ" "fBodyAccJerkMeanX" "fBodyAccJerkMeanY" "fBodyAccJerkMeanZ" "fBodyAccJerkStdX" "fBodyAccJerkStdY" "fBodyAccJerkStdZ" "fBodyGyroMeanX" "fBodyGyroMeanY" "fBodyGyroMeanZ" "fBodyGyroStdX" "fBodyGyroStdY" "fBodyGyroStdZ" "fBodyAccMagMean" "fBodyAccMagStd" "fBodyBodyAccJerkMagMean" "fBodyBodyAccJerkMagStd" "fBodyBodyGyroMagMean" "fBodyBodyGyroMagStd" "fBodyBodyGyroJerkMagMean" "fBodyBodyGyroJerkMagStd"
2 "walkingDownstairs" 0.2770373276875 -0.0223461606916667 -0.116323040604167 0.0360201372479167 0.253471173347917 -0.111237984354167 0.862599203958333 -0.326221336875 -0.0398873901 -0.940681191666667 -0.94094550375 -0.932501384166667 0.111715714620208 -0.00287161971458333 -0.0182416078229167 0.1393243742125 0.1235158154625 -0.346026109166667 -0.113817134 -0.00612975716666667 0.097087083075 -0.327059357925 -0.418326019791667 -0.284482376625 -0.0536494206875 -0.0459822187583333 -0.0714735419875 -0.249085360625 -0.470561189 -0.222772934885417 0.0804861925708333 0.202169104370833 0.0804861925708333 0.202169104370833 -0.00117204776041667 0.223528848645833 -0.169310896994375 -0.2809124140625 -0.413597467291667 -0.345624991541667 0.103856265735417 0.2696080819375 -0.139800638208333 0.00510565965416666 0.1628263039375 -0.169612445447917 0.13026785648125 0.0911988313708333 -0.27882210775 0.0427309047229167 0.079675234125 -0.412691370416667 -0.152085206022917 -0.364670767041667 -0.09399814895 -0.385682208645833 -0.461129855 -0.426971181458333 0.2800163535375 -0.03283266091875 0.21470796854375 0.223178024677083 -0.3249931393125 -0.379046673791667 -0.3823741228125 -0.3462236384375
2 "walkingUpstairs" 0.248124264265306 -0.0216773142208163 -0.151901782795918 -0.29476603244898 0.1141157003 -0.117788144053061 0.792388454285714 -0.41483656 -0.189490742179592 -0.935145917959184 -0.924259477959184 -0.879097894693878 0.0762819230602041 -0.00711391912 0.0212082002857143 -0.264810725326531 -0.175076448216327 -0.573622988367347 -0.0502533488979592 -0.0371342781122449 0.0736944268163265 -0.437856114897959 -0.465705160204082 -0.164009822461225 -0.0856835915591837 -0.0399240209102041 -0.0466144322816327 -0.453585898142857 -0.639028025714286 -0.457174425428571 -0.101795819326531 -0.196555385187755 -0.101795819326531 -0.196555385187755 -0.312584352040816 -0.207671450406122 -0.218976773306122 -0.375031262346939 -0.565361146326531 -0.58796055244898 -0.25969625855102 0.0186195735365306 -0.283557498320408 -0.309962484897959 0.0892830248408163 -0.101374045483673 -0.248191957081633 -0.177547482697959 -0.523094715714286 -0.354093221428571 -0.233371867755102 -0.624417193061224 -0.326015851734694 -0.484521054489796 -0.241130592367347 -0.476378356734694 -0.461270834897959 -0.220929826755102 -0.135054105704082 -0.359265274716327 -0.179660387373469 -0.250876698779592 -0.446080714693878 -0.437982638979592 -0.593113685714286 -0.611132260367347
3 "laying" 0.27428380047619 -0.0189072036555556 -0.100637365260317 -0.971032106825397 -0.946393866952381 -0.953755538888889 -0.224529424285714 0.816040574285714 0.481332543460317 -0.982298697777778 -0.981090281111111 -0.964891598253968 0.0794666552380952 0.00921099016031746 -0.0041140153666746 -0.967845674126984 -0.956872343174603 -0.976990118412698 -0.0275838955563492 -0.0641749718809524 0.138179465539683 -0.969544701904762 -0.970339492539683 -0.955068835396825 -0.100666901396825 -0.0407311632539683 -0.0687106895238095 -0.969873035079365 -0.982265009365079 -0.971990786349206 -0.959762774603175 -0.952369603174603 -0.959762774603175 -0.952369603174603 -0.968738954761905 -0.963307923015873 -0.941410822857143 -0.946746932063492 -0.979610764285714 -0.975831317619048 -0.967714523492063 -0.946226424809524 -0.959922444285714 -0.972456769047619 -0.949056205714286 -0.953316369365079 -0.966886642539682 -0.957075796507937 -0.973174892539683 -0.972029883492064 -0.959860527301587 -0.979507142698413 -0.961920291904762 -0.971317417301587 -0.951474973968254 -0.972146571428571 -0.970054234761905 -0.960552858730159 -0.952731576349206 -0.958904329047619 -0.962315043333333 -0.963733788730159 -0.956591384285714 -0.949594437460317 -0.977714174603175 -0.974876694920635
3 "sitting" 0.257573126509434 -0.00377491535283019 -0.0985054791886792 -0.971287221698113 -0.858954511509434 -0.877089188679245 0.880596633584906 0.140991480203585 0.144969722037736 -0.958065448679245 -0.905642198490566 -0.899387082075472 0.0727993896037736 0.00272770631698113 -0.00413487284603774 -0.97468936 -0.954236207735849 -0.975048323018868 -0.0383410088490566 -0.0753944907169811 0.0938816035992453 -0.965613419433962 -0.945449713207547 -0.927553108113208 -0.103166488113208 -0.0365808228943396 -0.0590293576183019 -0.972797223207547 -0.978843096981132 -0.974067066415094 -0.89711234 -0.872368136415094 -0.89711234 -0.872368136415094 -0.969514549433962 -0.966938429622642 -0.920483696603774 -0.926233725056604 -0.978253990188679 -0.976955845283019 -0.970415388490566 -0.893552794150943 -0.919291847169811 -0.97188396754717 -0.852140816603774 -0.86644070754717 -0.975127643207547 -0.954747067735849 -0.971285629433962 -0.976544167735849 -0.957057726037736 -0.977489701698113 -0.957733368679245 -0.956526261886792 -0.935918986981132 -0.96818795490566 -0.940324514528302 -0.931723491698113 -0.9056692 -0.876615283018868 -0.966264144150943 -0.966971177169811 -0.946977359433962 -0.926287596377358 -0.978068090754717 -0.976873184150943
3 "standing" 0.280138924516129 -0.014641194466129 -0.101424743187452 -0.966836864354839 -0.89152823 -0.907186637741936 0.935393223548387 -0.29601960483871 0.0221796447080645 -0.981953726451613 -0.957108336290323 -0.926339062419355 0.0753908018853226 0.00578385940645161 -0.00472137628725806 -0.95733208483871 -0.941573766774194 -0.972728333709677 -0.024512794833871 -0.056327691183871 0.0682674188709677 -0.900678411935484 -0.926976989677419 -0.911263351774194 -0.0991924443548387 -0.0470739838548387 -0.0422788523677419 -0.940955191290323 -0.968366966290323 -0.958222688064516 -0.923613608870968 -0.913225231612903 -0.923613608870968 -0.913225231612903 -0.959181052258064 -0.948894662096774 -0.891572189354839 -0.881394263387097 -0.962226285 -0.95783769 -0.960210665806452 -0.906481673709677 -0.93660788983871 -0.970027531774194 -0.890471663709677 -0.900245421129032 -0.957839662419355 -0.943312422903226 -0.968929764677419 -0.960890331290323 -0.943934631612903 -0.975174265645161 -0.901407764354839 -0.937591605806452 -0.915713506290323 -0.90221055016129 -0.922020084032258 -0.918556907258064 -0.926137641935484 -0.919757396612903 -0.948693086612903 -0.948409616935484 -0.913404685483871 -0.882584494516129 -0.96041700483871 -0.957364080806452
3 "walking" 0.275619603050847 -0.0171024015488136 -0.112620274067797 -0.371024245932203 -0.0842924996983051 -0.39753886440678 0.936425890847458 -0.26287963559322 -0.137167894440678 -0.978005035423729 -0.962504333220339 -0.952833021525424 0.0813452688716949 0.0097505825661017 -0.00540236555762712 -0.28090051838983 -0.0607703897745763 -0.537281753728814 -0.0255470896542373 -0.0778832882372881 0.0816172258372881 -0.577886246271186 -0.570648455762712 -0.48496496779661 -0.0954686024932203 -0.0387575498644068 -0.0501556238767797 -0.395735265762712 -0.644985150847458 -0.54430694559322 -0.266717332711864 -0.33943207440678 -0.266717332711864 -0.33943207440678 -0.291989248813559 -0.154320709472881 -0.474462083559322 -0.567689809830508 -0.573188678305085 -0.574371794067797 -0.328007120474576 -0.0959301889661017 -0.422081806440678 -0.389628644745763 -0.137367563154237 -0.432524534067797 -0.316296139288136 -0.154714876661017 -0.522163528135593 -0.308371335423729 -0.0220950152222034 -0.551091146949153 -0.446307936779661 -0.568517104745763 -0.427436644915254 -0.62037969 -0.575605848135593 -0.553027664576271 -0.301749879661017 -0.465209330677966 -0.200368486 -0.10508951734678 -0.576186604745763 -0.637591337118644 -0.61409752 -0.556374622711864
3 "walkingDownstairs" 0.2925315616 -0.0190457658822 -0.11559118419 -0.06536281056 -0.03243517651 -0.36285533618 0.9389097584 -0.229487567 -0.10391875028 -0.95057154 -0.946959623 -0.9012175424 0.07361935306 0.01105874602 -0.0011068892658 -0.09138579454 -0.10770770966 -0.5716731508 -0.129447462582 -0.014685690308 0.122303248246 -0.267817512734 -0.5471247214 -0.4432597722 -0.079365173728 -0.038829311114 -0.04122793723 -0.2879139189 -0.680120932 -0.37836820886 -0.0674526149918 -0.04756096369 -0.0674526149918 -0.04756096369 -0.20701551752 -0.093952259064 -0.22041399802 -0.25268172976 -0.5100388514 -0.5835225546 -0.050408682238 -0.008820327162 -0.4055714784 -0.07323955788 -0.108059065256 -0.38999958158 -0.09723528146 -0.1347438748 -0.529232104 -0.169435538912 -0.14147129866074 -0.6131944784 -0.13543455401 -0.5437822506 -0.306514134556 -0.31463156523 -0.553047925 -0.547960244 0.02218150157 -0.239041970078 -0.052616329176 -0.158021488658 -0.337895867184 -0.32895386428 -0.5773142338 -0.6228127366
3 "walkingUpstairs" 0.261084085016667 -0.0324624042213333 -0.10887756953 -0.305895309333333 0.0131955431483333 -0.368404840333333 0.884408968 -0.380218206166667 -0.162728494833333 -0.9444119495 -0.910927958 -0.909448460166667 0.0430363566416667 0.0316817040976667 0.0202631807633333 -0.4501838186 -0.245727804298333 -0.704911300833333 0.07393345475 -0.14043028071 0.02114782892 -0.451781625316667 -0.582003903 -0.490887805333333 -0.115376495 -0.041415734865 -0.05021999634 -0.500912342 -0.773532531166667 -0.567752909333333 -0.178860365416667 -0.327641698666667 -0.178860365416667 -0.327641698666667 -0.430218760333333 -0.432133344033333 -0.344955480683333 -0.406826557466667 -0.654599557166667 -0.7149700555 -0.3847954485 -0.0748538459033333 -0.501928731166667 -0.27806788815 -0.00780697337166667 -0.350125879666667 -0.470855575983333 -0.277834660213167 -0.674108839166667 -0.47833413126 -0.26261971365 -0.734618458666667 -0.372419840533333 -0.6356641435 -0.428856776333333 -0.480991726166667 -0.555793944666667 -0.560265938333333 -0.309515430033333 -0.4431877515 -0.4050471429 -0.475167425 -0.510231847833333 -0.444741017223333 -0.713274278833333 -0.7379896525
4 "laying" 0.263535042709091 -0.0150252194309091 -0.111210671945455 -0.944422695636364 -0.926520139636364 -0.950853031636364 -0.397155101090909 0.891442783454545 0.331548251636364 -0.921851399636364 -0.969737714545455 -0.974356590181818 0.0930563477090909 0.00675877279532727 -0.00461513940945455 -0.970355150545455 -0.930217891818182 -0.974135193272727 -0.0171028537727273 -0.0859347152018182 0.173014372381818 -0.966529922727273 -0.954071339272727 -0.954833361636364 -0.103909829163636 -0.037924269 -0.0721850426727273 -0.967018578909091 -0.982590138727273 -0.976241434363636 -0.942054410181818 -0.922182868672727 -0.942054410181818 -0.922182868672727 -0.961802609090909 -0.951405604545455 -0.919497349272727 -0.938455021454545 -0.979207142181818 -0.977372579818182 -0.951811712909091 -0.925947794545455 -0.959535187818182 -0.941785050181818 -0.931046976545455 -0.949439313090909 -0.971666859272727 -0.932593542363636 -0.970588188545455 -0.971749403272727 -0.932494058 -0.976296325454545 -0.959698561818182 -0.966098822181818 -0.953622898727273 -0.968833477454546 -0.948654060181818 -0.959439274727273 -0.930191651272727 -0.929539366581818 -0.952302289454545 -0.949535867090909 -0.954235517090909 -0.939148299818182 -0.978714389090909 -0.977036227818182
4 "sitting" 0.271649654627451 -0.00735002729215686 -0.105898777529412 -0.980603757254902 -0.892149061843137 -0.933355042352941 0.843780984509804 0.226322619153818 0.112144908901961 -0.981746487647059 -0.934007646921569 -0.951838405294118 0.078363444372549 -0.0103037376562745 -0.0118308942192157 -0.977059914117647 -0.945431134313725 -0.979248583333333 -0.0490303977843137 -0.0888062783529412 0.10089646772549 -0.970633649607843 -0.958663548235294 -0.929317925098039 -0.0969623741568627 -0.0417975125843137 -0.0490907478501961 -0.970421277254902 -0.984629295098039 -0.969367473921569 -0.936852610980392 -0.91599208 -0.936852610980392 -0.91599208 -0.970544237254902 -0.963132795686275 -0.9270805 -0.929933774313725 -0.980794979607843 -0.976202758431373 -0.977786709607843 -0.907367948627451 -0.952529924901961 -0.982182672941176 -0.891420470784314 -0.928265659019608 -0.977168121960784 -0.945145928235294 -0.975416122156863 -0.979058487843137 -0.95004497 -0.981851309215686 -0.961282824509804 -0.967897879215686 -0.935006487647059 -0.973769594313725 -0.954270254901961 -0.93412328627451 -0.930270839215686 -0.921315904117647 -0.963058396666667 -0.962207270196078 -0.949531748823529 -0.929870115882353 -0.976928477254902 -0.976648055098039
